region,area,suburb,postcode,route,html file exists yes/no,title,meta description,h1,visible word count,phone CTA present yes/no,quote CTA present yes/no,emergency wording present yes/no,emergency electrician wording present yes/no,Level 2 wording present yes/no,Level 2 electrician wording present yes/no,general electrical wording present yes/no,switchboard wording present yes/no,response-time wording present yes/no,correct response-time wording yes/no,core or greater region classification,expected response time wording,actual response time wording,ASP wording present yes/no,Sydney and surrounding regions wording present yes/no,internal links count,FAQ count,stale strings found,risky claims found,spelling/grammar warnings,repeated phrase warnings,awkward wording warnings,notes
Canterbury-Bankstown & Inner South West,Canterbury-Bankstown,Bankstown,2200,/service-areas/canterbury-bankstown-and-inner-south-west/canterbury-bankstown/bankstown/,yes,Electrician Bankstown 2200 | Emergency & Level 2,"Need electrical help in Bankstown 2200? Evaready Electrical helps with urgent electrical faults, switchboard upgrades, lighting, power, data cabling.",Electrician Bankstown 2200,2538,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for business outages, partial power loss, hot outlets, circuit tripping, damaged equipment circuits and storm or water-affected electrical areas in Bankstown, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Gosford,2250,/service-areas/central-coast-south/central-coast/gosford/,yes,Electrician Gosford 2250 | Emergency & Level 2,"Need an electrician in Gosford? Evaready Electrical helps with urgent faults, switchboards, hot water circuits, outdoor lighting, CCTV, data cabling.",Electrician Gosford 2250,2508,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Gosford, with 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Green Point,2251,/service-areas/central-coast-south/central-coast/green-point/,yes,Electrician Green Point 2251 | Emergency & Level 2,"Evaready helps Green Point with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Green Point 2251,2608,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Green Point, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Horsfield Bay,2256,/service-areas/central-coast-south/central-coast/horsfield-bay/,yes,Electrician Horsfield Bay 2256 | Emergency & Level 2,"Need electrical help in Horsfield Bay 2256? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Horsfield Bay 2256,2585,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Horsfield Bay, with 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Kangy Angy,2258,/service-areas/central-coast-south/central-coast/kangy-angy/,yes,Electrician Kangy Angy 2258 | Emergency & Level 2,"Evaready helps Kangy Angy with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Kangy Angy 2258,2614,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Kangy Angy, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Kariong,2250,/service-areas/central-coast-south/central-coast/kariong/,yes,Electrician Kariong 2250 | Emergency & Level 2,"Evaready helps Kariong with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Kariong 2250,2503,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Kariong, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Koolewong,2256,/service-areas/central-coast-south/central-coast/koolewong/,yes,Electrician Koolewong 2256 | Emergency & Level 2,"Evaready helps Koolewong with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Koolewong 2256,2537,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For Koolewong, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 90-minute emergency response. | Evaready provides 90-minute emergency response for emergency call-outs in this region.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Mardi,2259,/service-areas/central-coast-south/central-coast/mardi/,yes,Electrician Mardi 2259 | Emergency & Level 2,"Evaready helps Mardi with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Mardi 2259,2520,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For Mardi, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Mardi, with 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Marlow,2775,/service-areas/central-coast-south/central-coast/marlow/,yes,Electrician Marlow 2775 | Emergency & Level 2,"Need electrical help in Marlow 2775? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Marlow 2775,2519,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Marlow, with 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Mooney Mooney,2083,/service-areas/central-coast-south/central-coast/mooney-mooney/,yes,Electrician Mooney Mooney 2083 | Emergency & Level 2,"Need an electrician in Mooney Mooney? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Mooney Mooney 2083,2603,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Mooney Mooney, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Mooney Mooney Creek,2250,/service-areas/central-coast-south/central-coast/mooney-mooney-creek/,yes,Electrician Mooney Mooney Creek 2250 | Emergency & Level 2,"Need an electrician in Mooney Mooney Creek? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data.",Electrician Mooney Mooney Creek 2250,2677,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Mooney Mooney Creek, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Mount White,2250,/service-areas/central-coast-south/central-coast/mount-white/,yes,Electrician Mount White 2250 | Emergency & Level 2,"Evaready helps Mount White with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Mount White 2250,2600,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Mount White, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Narara,2250,/service-areas/central-coast-south/central-coast/narara/,yes,Electrician Narara 2250 | Emergency & Level 2,"Evaready helps Narara with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Narara 2250,2511,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For Narara, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Narara, with 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Niagara Park,2250,/service-areas/central-coast-south/central-coast/niagara-park/,yes,Electrician Niagara Park 2250 | Emergency & Level 2,"Need an electrician in Niagara Park? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Niagara Park 2250,2618,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For Niagara Park, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Niagara Park, with 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,North Gosford,2250,/service-areas/central-coast-south/central-coast/north-gosford/,yes,Electrician North Gosford 2250 | Emergency & Level 2,"Evaready helps North Gosford with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician North Gosford 2250,2623,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in North Gosford, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Palmdale,2258,/service-areas/central-coast-south/central-coast/palmdale/,yes,Electrician Palmdale 2258 | Emergency & Level 2,"Need electrical help in Palmdale 2258? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Palmdale 2258,2529,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Palmdale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.",yes,yes,47,5,,,,,,
Central Coast South,Central Coast,Peats Ridge,2250,/service-areas/central-coast-south/central-coast/peats-ridge/,yes,Electrician Peats Ridge 2250 | Emergency & Level 2,"Evaready helps Peats Ridge with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Peats Ridge 2250,2636,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,within 90 minutes / 90-minute response,"90-minute response for urgent call-outs across greater regions. | For Peats Ridge, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 90-minute emergency response. | Urgent help for storm faults, water-affected fixtures, loss of power and overheating power points and repeated safety switch tripping in Peats Ridge, with 90-minute emergency response.",yes,yes,47,5,,,,,,
